なの,822,871,1000,助動詞,*,*,*,助動詞-ダ,連体形-一般,ダ,だ,なの,ナノ,だ,ダ,和,*,*,*,*,*,*,助動,ナノ,ダ,ナノ,ダ,1,名詞%F1,*,6299110739157697,22916
かも,1334,1394,1000,助詞,副助詞,*,*,*,*,カモ,かも,かも,カモ,かも,カモ,和,*,*,*,*,*,*,副助,カモ,カモ,カモ,カモ,1,"動詞%F2@0,形容詞%F2@-1,名詞%F1",*,1530528809492992,5568
んだ,809,858,1000,助動詞,*,*,*,助動詞-ダ,終止形-一般,ダ,だ,んだ,ンダ,だ,ダ,和,*,*,*,*,*,*,助動,ンダ,ダ,ンダ,ダ,0,名詞%F1,*,6299110739157675,22916
だよ,809,858,1000,助動詞,*,*,*,助動詞-ダ,終止形-一般,ダ,だ,だよ,ダヨ,だ,ダ,和,*,*,*,*,*,*,助動,ダヨ,ダ,ダヨ,ダ,1,名詞%F1,*,6299110739157675,22916
だっけ,809,858,1000,助動詞,*,*,*,助動詞-ダ,終止形-一般,ダ,だ,だっけ,ダッケ,だ,ダ,和,*,*,*,*,*,*,助動,ダッケ,ダ,ダッケ,ダ,1,名詞%F1,*,6299110739157675,22916
じゃない,913,962,5000,形容詞,非自立可能,*,*,形容詞,終止形-一般,ナイ,無い,じゃない,ジャナイ,ない,ナイ,和,*,*,*,*,*,*,相,ジャナイ,ナイ,ジャナイ,ナイ,1,C3,*,7543208145986219,27442
ちゃう,599,648,5000,助動詞,*,*,*,五段-ワア行,終止形-一般,チャウ,ちゃう,ちゃう,チャウ,ちゃう,チャウ,和,*,*,*,*,*,*,助動,チャウ,チャウ,チャウ,チャウ,0,動詞%F1,*,6496756544185003,23635
ちゃう,631,680,5000,助動詞,*,*,*,五段-ワア行,連体形-一般,チャウ,ちゃう,ちゃう,チャウ,ちゃう,チャウ,和,*,*,*,*,*,*,助動,チャウ,チャウ,チャウ,チャウ,0,動詞%F1,*,6496756544185025,23635
